"NODE","LATITUDE","LONGITUDE"
"Bovenkarspel-Grootebroek",52.6949996948242,5.23777770996094
"Boxmeer",51.6445217676531,5.93903303146362
"Boxtel",51.58433,5.31912
"Breda",51.5955543518066,4.78000020980835
"Breda-Prinsenbeek",51.606388092041,4.72083330154419
"Breukelen",52.17149,4.9906
"Brummen",52.0911102294922,6.14694452285767
"Buitenpost",53.2564547,6.1446496
"Bunde",50.8969459533691,5.73666667938232
"Bunnik",52.0630569458008,5.19444465637207
"Bussum Zuid",52.2658348083496,5.16305541992188
"Capelle Schollevaar",51.9541664123535,4.58416652679443
"Castricum",52.5458335876465,4.65861129760742
"Chevremont",50.8761100769043,6.05972242355347
"Coevorden",52.6636123657227,6.73555564880371
"Cuijk",51.7266825879048,5.87429523468017
"Culemborg",51.9466667175293,5.22694444656372
"Daarlerveen",52.4407702,6.5759947
"Dalen",52.6941680908203,6.75805568695068
"Dalfsen",52.4983329772949,6.25861120223999
"De Vink",52.1472206115723,4.4563889503479
"De Westereen",53.24817,6.03463
"Deinum",53.1888115,5.7281572
"Delden",52.2599983215332,6.7161111831665
"Delft",52.0066680908203,4.35638904571533
"Delft Zuid",51.9908332824707,4.36472225189209
"Delfzijl",53.3336625,6.9240797
"Delfzijl West",53.3320834,6.9069092
"Den Dolder",52.1402778625488,5.24277782440186
"Den Haag Centraal",52.0802764892578,4.32499980926514
"Den Haag HS",52.0697212219238,4.32250022888184
"Den Haag Laan v NOI",52.0786094665527,4.34277772903442
"Den Haag Mariahoeve",52.0905570983887,4.36944437026978
"Den Haag Moerwijk",52.0538902282715,4.3086109161377
"Den Haag Ypenburg",52.0552787780762,4.39222240447998
"Den Helder",52.9552764892578,4.76111125946045
"Den Helder Zuid",52.9324989318848,4.76416683197022
"Deurne",51.4558334350586,5.78888893127441
"Deventer",52.2574996948242,6.16055536270142
"Deventer Colmschate",52.2502784729004,6.21444463729858
"Didam",51.933502,6.1324106
"Diemen",52.345832824707,4.9655556678772
"Diemen Zuid",52.3302764892578,4.95583343505859
"Dieren",52.0449981689453,6.10305547714233
"Doetinchem",51.9585962,6.2962148
"Doetinchem De Huet",51.9591413,6.2598521
"Dordrecht",51.8072204589844,4.66833353042603
"Dordrecht Stadspolders",51.801944732666,4.71666669845581
"Dordrecht Zuid",51.7900009155273,4.67138910293579
"Driebergen-Zeist",52.0652770996094,5.25861120223999
"Driehuis",52.4425010681152,4.63805532455444
"Dronryp",53.1778086,5.6347411
"Dronten",52.5344,5.72089
"Duiven",51.9433326721191,6.01472234725952
"Duivendrecht",52.3233337402344,4.93638896942139
"Echt",51.1005554199219,5.87888908386231
"Ede Centrum",52.0436096191406,5.66833353042603
"Ede-Wageningen",52.0277786254883,5.67305564880371
"Eijsden",50.7719459533691,5.71000003814697
"Eindhoven",51.4433326721191,5.48138904571533
"Eindhoven Strijp-S",51.4511108398438,5.45583343505859
"Elst",51.9169425964355,5.85500001907349
"Emmen",52.7900009155273,6.89944458007812
"Emmen Zuid",52.7488663746914,6.87478065490722
"Enkhuizen",52.6991653442383,5.28638887405396
"Enschede",52.2224998474121,6.8899998664856
"Enschede De Eschmarke",52.2213897705078,6.95111131668091
"Enschede Kennispark",52.2374992370605,6.83888912200928
"Ermelo",52.3016662597656,5.61472225189209
"Etten-Leur",51.5750007629395,4.63583326339722
"Eygelshoven",50.8905563354492,6.04500007629395
"Eygelshoven Markt",50.8960498196442,6.06024742126464
"Feanwalden",53.2351834,5.9886615
"Franeker",53.1824488,5.5483094
"Gaanderen",51.93074,6.3486
"Geldermalsen",51.88301,5.27127
"Geldrop",51.4197235107422,5.55055570602417
"Geleen Oost",50.9669456481934,5.84305572509766
"Geleen-Lutterade",50.9755554199219,5.82472229003906
"Gilze-Rijen",51.583610534668,4.92611122131348
"Glanerbrug",52.2186126708984,6.97444438934326
"Goes",51.4980545043945,3.89055562019348
"Goor",52.2302780151367,6.58444452285767
"Gorinchem",51.8338890075684,4.96833324432373
"Gouda",52.0175018310547,4.70444440841675
"Gouda Goverwelle",52.0149993896484,4.7408332824707
"Gramsbergen",52.6091651916504,6.67583322525024
"Grijpskerk",53.2557403255735,6.30977869033813
"Groningen",53.2105560302734,6.56472206115723
"Groningen Europapark",53.20480027,6.5854178
"Groningen Noord",53.2301469,6.5563172
"Grou-Jirnsum",53.0888900756836,5.82250022888184
"Haarlem",52.3877792358398,4.63833332061768
"Haarlem Spaarnwoude",52.3827781677246,4.67305564880371
"Halfweg-Zwanenburg",52.385935,4.747165
"Hardenberg",52.5727767944336,6.62861108779907
"Harderwijk",52.3375015258789,5.61972236633301
"Hardinxveld Blauwe Zoom",51.82944,4.81556
"Hardinxveld-Giessendam",51.8305549621582,4.83583354949951
"Haren",53.1761093139648,6.61722230911255
"Harlingen",53.1704205,5.4251932
"Harlingen Haven",53.174917,5.4112885
"Heemskerk",52.4952774047852,4.68694448471069
"Heemstede-Aerdenhout",52.3591651916504,4.60666656494141
"Heerenveen",52.9613876342773,5.91416645050049
"Heerenveen IJsstadion",52.9352760314941,5.94388866424561
"Heerhugowaard",52.6697235107422,4.82277774810791
"Heerlen",50.8908348083496,5.97499990463257
"Heerlen De Kissel",50.8901689328708,5.99334239959716
"Heerlen Woonboulevard",50.896667,5.952222
"Heeze",51.3849983215332,5.56944465637207
"Heiloo",52.5994453430176,4.70055532455444
"Heino",52.4272232055664,6.22111129760742
"Helmond",51.4755554199219,5.66194438934326
"Helmond 't Hout",51.46794,5.63085
"Helmond Brandevoort",51.4622230529785,5.60722208023071
"Helmond Brouwhuis",51.47068,5.70177
"Hemmen-Dodewaard",51.9222129,5.6737254
"Hengelo",52.2616653442383,6.79388904571533
"Hengelo Gezondheidspark",52.261667,6.773611
"Hengelo Oost",52.2688903808594,6.81944465637207
"Hillegom",52.3025016784668,4.56555557250977
"Hilversum",52.2258338928223,5.18194437026978
"Hilversum Media Park",52.2380561828613,5.17388868331909
"Hilversum Sportpark",52.2161102294922,5.18722200393677
"Hindeloopen",52.9464903,5.423063
"Hoensbroek",50.9055557250977,5.93055534362793
"Hoevelaken",52.16652,5.45718
"Hollandsche Rading",52.1777763366699,5.17916679382324
"Holten",52.2838897705078,6.42027759552002
"Hoofddorp",52.2933349609375,4.70055532455444
"Hoogeveen",52.7338905334473,6.47361087799072
"Hoogezand-Sappemeer",53.1598181316756,6.77075386047363
"Hoogkarspel",52.6905555725098,5.18388891220093
"Hoorn",52.6447219848633,5.05555534362793
"Hoorn Kersenboogerd",52.6536102294922,5.08555555343628
"Horst-Sevenum",51.4263877868652,6.04222202301025
"Houten",52.03402,5.16821
"Houten Castellum",52.01701,5.17949
"Hurdegaryp",53.2187783,5.934543
"IJlst",53.0146614,5.6160801
"Kampen Zuid",52.5331,5.91309
"Kapelle-Biezelinge",51.4808349609375,3.95611119270325
"Kerkrade Centrum",50.8616676330566,6.05749988555908
"Kesteren",51.9313869,5.5833465
"Klarenbeek",52.1780548095703,6.08361101150513
"Klimmen-Ransdaal",50.8663902282715,5.8905553817749
"Koog aan de Zaan",52.458610534668,4.80555534362793
"Koudum-Molkwerum",52.9028197,5.4106913
"Krabbendijke",51.4333343505859,4.11694431304932
"Krommenie-Assendelft",52.49511,4.75417
"Kropswolde",53.1617362,6.7220882
"Kruiningen-Yerseke",51.4650001525879,4.03722238540649
"Lage Zwaluwe",51.6911125183105,4.66305541992188
"Landgraaf",50.8963890075684,6.01916646957398
"Leerdam",51.8947219848633,5.09138870239258
"Leeuwarden",53.1958351135254,5.79222202301025
"Leeuwarden Achter d Hoven",53.19889,5.81639
"Leeuwarden Camminghaburen",53.2021808,5.8422968
"Leiden Centraal",52.1661109924316,4.48166656494141
"Leiden Lammenschans",52.1469459533691,4.49249982833862
"Lelystad Centrum",52.5077781677246,5.47277784347534
"Lichtenvoorde-Groenlo",52.01188,6.59641
"Lochem",52.1666679382324,6.42638874053955
"Loppersum",53.3347145,6.7472625
"Lunteren",52.085277557373,5.62444448471069
"Maarheeze",51.3037623603504,5.63034296035766
"Maarn",52.0641670227051,5.36999988555908
"Maarssen",52.1352767944336,5.03361129760742
"Maastricht",50.8502769470215,5.70555543899536
"Maastricht Noord",50.87087,5.71774
"Maastricht Randwyck",50.8386116027832,5.71722221374512
"Mantgum",53.1296368,5.7131996
"Mariënberg",52.5094451904297,6.57527780532837
"Martenshoek",53.1607232,6.7402989
"Meerssen",50.882879392551,5.75099945068359
"Meppel",52.6908340454102,6.19750022888184
"Middelburg",51.4947204589844,3.61722230911255
"Mook Molenhoek",51.77158,5.88145
"Naarden-Bussum",52.2802772521973,5.15694427490234
"Nieuw Amsterdam",52.7186126708984,6.84861087799072
"Nieuw Vennep",52.2588882446289,4.64555549621582
"Nieuwerkerk a/d IJssel",51.9652786254883,4.61694431304932
"Nijkerk",52.2222213745117,5.49388885498047
"Nijmegen",51.8436126708984,5.85222244262695
"Nijmegen Dukenburg",51.8241653442383,5.79555559158325
"Nijmegen Goffert",51.8273,5.822722
"Nijmegen Heyendaal",51.8269462585449,5.86749982833862
"Nijmegen Lent",51.861811,5.859686
"Nijverdal",52.36555,6.471111
"Nunspeet",52.3708343505859,5.78527784347534
"Nuth",50.9194450378418,5.89277791976929
"Obdam",52.6780548095703,4.90722227096558
"Oisterwijk",51.5822219848633,5.19416666030884
"Oldenzaal",52.3063888549805,6.93472242355347
"Olst",52.3347206115723,6.11305570602417
"Ommen",52.5094451904297,6.41583347320557
"Oosterbeek",51.9949989318848,5.84000015258789
"Opheusden",51.9261615,5.6371145
"Oss",51.7655563354492,5.53222227096558
"Oss West",51.758056640625,5.50555562973022
"Oudenbosch",51.587776184082,4.53333330154419
"Overveen",52.3911094665527,4.6061110496521
"Purmerend",52.5030555725098,4.95361089706421
"Purmerend Overwhere",52.5113906860352,4.96833324432373
"Purmerend Weidevenne",52.4965906325416,4.93562936782836
"Putten",52.2649993896484,5.57527780532837
"Raalte",52.3916664123535,6.27750015258789
"Ravenstein",51.7941665649414,5.63583326339722
"Reuver",51.2832191665301,6.07895851135253
"Rheden",52.0099983215332,6.03055572509766
"Rhenen",51.958610534668,5.57833337783814
"Rijssen",52.3122215270996,6.52027797698975
"Rijswijk",52.039722442627,4.31916666030884
"Rilland-Bath",51.422779083252,4.16111087799072
"Roermond",51.1930541992188,5.9941668510437
"Roodeschool",53.4192128,6.7606167
"Roosendaal",51.5402793884277,4.45833349227905
"Rosmalen",51.7147216796875,5.36805534362793
"Rotterdam Alexander",51.9519462585449,4.55361127853394
"Rotterdam Blaak",51.9202766418457,4.48888874053955
"Rotterdam Centraal",51.9249992370605,4.46888875961304
"Rotterdam Lombardijen",51.8800010681152,4.53138875961304
"Rotterdam Noord",51.9422225952148,4.48166656494141
"Rotterdam Stadion",51.8938903808594,4.51972198486328
"Rotterdam Zuid",51.9044456481934,4.51027774810791
"Ruurlo",52.0810888,6.4492656
"Santpoort Noord",52.4338874816895,4.63250017166138
"Santpoort Zuid",52.4197235107422,4.63138866424561
"Sappemeer Oost",53.1589183,6.7955648
"Sassenheim",52.215278,4.517222
"Sauwerd",53.29113,6.5404
"Schagen",52.7844429016113,4.80527782440186
"Scheemda",53.1655362,6.9777775
"Schiedam Centrum",51.9212438128032,4.4089937210083
"Schin op Geul",50.856388092041,5.87222242355347
"Schinnen",50.9391670227051,5.87444448471069
"Schiphol Airport",52.3094444274902,4.76194429397583
"Sittard",51.0016670227051,5.85861110687256
"Sliedrecht",51.8297233581543,4.77833318710327
"Sliedrecht Baanhoek",51.829722,4.743333
"Sneek",53.0328688,5.6523969
"Sneek Noord",53.0409319,5.6631808
"Soest",52.1733322143555,5.30999994277954
"Soest Zuid",52.1652793884277,5.30305576324463
"Soestdijk",52.1836128234863,5.30000019073486
"Spaubeek",50.94327,5.850529
"Stavoren",52.8865535,5.3600212
"Stedum",53.3262092,6.6875551
"Steenwijk",52.7915109924316,6.11455576324463
"Susteren",51.0613899230957,5.86305570602417
"Swalmen",51.23582,6.03228
"Tegelen",51.33894,6.14253
"Terborg",51.9224549,6.3642466
"Tiel",51.8894462585449,5.42222213745117
"Tiel Passewaaij",51.8738899230957,5.39222240447998
"Tilburg",51.5605545043945,5.08361101150513
"Tilburg Reeshof",51.5736122131348,4.99444437026978
"Tilburg Universiteit",51.564998626709,5.05111122131348
"Twello",52.2377777099609,6.09861087799072
"Uitgeest",52.5216674804687,4.70166683197022
"Uithuizen",53.4099568,6.6748869
"Uithuizermeeden",53.4145845,6.7202975
"Usquert",53.4014742,6.6093776
"Utrecht Centraal",52.0888900756836,5.11027765274048
"Utrecht Leidsche Rijn",52.09896,5.06523
"Utrecht Lunetten",52.0655555725098,5.14416646957397
"Utrecht Maliebaan",52.087776184082,5.13138866424561
"Utrecht Overvecht",52.1100006103516,5.12472200393677
"Utrecht Terwijde",52.1005554199219,5.04166650772095
"Utrecht Vaartsche Rijn",52.078889,5.121667
"Utrecht Zuilen",52.103055,5.09
"Valkenburg",50.8697204589844,5.83222198486328
"Varsseveld",51.937257,6.458839
"Veendam",53.10324,6.88475
"Veenendaal Centrum",52.0200004577637,5.54861116409302
"Veenendaal West",52.0280570983887,5.53138875961304
"Veenendaal-De Klomp",52.0458335876465,5.57388877868652
"Velp",51.9947204589844,5.98027801513672
"Venlo",51.3636093139648,6.17277765274048
"Venray",51.526568099007,6.01417779922485
"Vierlingsbeek",51.59193,5.99714
"Vleuten",52.1030540466309,5.01083326339722
"Vlissingen",51.4458351135254,3.59527778625488
"Vlissingen Souburg",51.4647216796875,3.59527778625488
"Voerendaal",50.8872222900391,5.93027782440186
"Voorburg",52.0666656494141,4.3594446182251
"Voorhout",52.2244453430176,4.4844446182251
"Voorschoten",52.1252784729004,4.43249988555908
"Voorst-Empe",52.1575012207031,6.14361095428467
"Vorden",52.1071949,6.3170457
"Vriezenveen",52.40203,6.60041
"Vroomshoop",52.4571921,6.5696679
"Vught",51.6555557250977,5.29194450378418
"Warffum",53.3908431,6.5671364
"Weert",51.2486114501953,5.70361089706421
"Weesp",52.3127784729004,5.04305553436279
"Wehl",51.9578065,6.213844
"Westervoort",51.96286,5.9695
"Wezep",52.4541664123535,6.00250005722046
"Wierden",52.3613891601562,6.59166669845581
"Wijchen",51.8116683959961,5.73083353042603
"Wijhe",52.3902778625488,6.1405553817749
"Winschoten",53.1392377,7.035101
"Winsum",53.3300994,6.5202905
"Winterswijk",51.9677307,6.7155181
"Winterswijk West",51.97453,6.70417
"Woerden",52.0849990844727,4.89361095428467
"Wolfheze",52.0055541992188,5.7936110496521
"Wolvega",52.8808326721191,6.00361108779907
"Workum",52.9724864,5.4564285
"Wormerveer",52.4891662597656,4.79222202301025
"Zaandam",52.4388885498047,4.81361103057861
"Zaandam Kogerveld",52.4566650390625,4.82027769088745
"Zaandijk Zaanse Schans",52.469165802002,4.80499982833862
"Zaltbommel",51.8088874816895,5.26333332061768
"Zandvoort aan Zee",52.3752784729004,4.53277778625488
"Zetten-Andelst",51.920056,5.7228408
"Zevenaar",51.9230537414551,6.07194423675537
"Zevenbergen",51.64042,4.60904
"Zoetermeer",52.0475006103516,4.47722244262695
"Zoetermeer Oost",52.0463905334473,4.49277782440186
"Zuidbroek",53.1596122800056,6.8679141998291
"Zuidhorn",53.2486292,6.4062361
"Zutphen",52.1452789306641,6.19416666030884
"Zwijndrecht",51.814998626709,4.64166688919067
"Zwolle",52.5047225952148,6.09194421768188
